id_venda,data_venda,cliente_id,cliente_nome,cliente_email,cliente_cidade,cliente_estado,tipo_vinho,rotulo,uva,pais_origem,teor_alcoolico,preco,quantidade,status_venda
24416470-12ae-4bae-81e7-af1b44c4aa85,2025-08-25,0c1ac9d4-10c3-4242-90d1-9023af55e00a,Dra. Júlia Lopes,ferreiraalicia@example.net,Castro,DF,Branco,Riesling Classic,Riesling,Alemanha,11.5,63.63,10,pendente
0e39cc29-5ef9-4468-8efe-1b61f7e74149,2024-10-01,8f91a25e-40f8-4635-8714-11b1f69462ad,Maria Liz Guerra,anna-lizaraujo@example.org,Aragão,AP,Branco,Riesling Classic,Riesling,Alemanha,11.5,89.7,5,cancelada
95781403-23b7-4f05-99de-6a074723055a,2025-05-14,a155d6fd-ad16-4083-abbc-353d4b74edc1,Srta. Ágatha Pereira,kamilly26@example.org,Cardoso,AM,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,127.45,4,cancelada
f08866c5-0857-434a-988e-30804d596e10,2024-03-03,ef42e01c-5a26-461f-84ce-bd91ff8727d1,Yan Correia,raul03@example.net,Macedo do Norte,RS,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,82.94,4,cancelada
ff83a1df-e8c1-48c2-998c-983feaf2b64b,2024-02-16,d1b709d5-0211-45f3-b57d-4e7f2320b361,Ravi Lucca Rios,mmelo@example.net,da Mota do Norte,PR,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,60.45,5,cancelada
859f7cb8-0e3e-4ac6-b8cb-eae0def02dc4,2025-06-17,f2b9659d-4c58-450c-b8cd-870d75b1dda5,Sra. Mariana da Conceição,breno14@example.com,Brito dos Dourados,MG,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,54.42,1,cancelada
1969c6f0-893b-4963-a08e-b587c422d306,2025-09-10,6e3f8a80-ff02-4e45-95b5-7394fee99fa0,Stephany Costela,bcostela@example.com,Costa das Pedras,PA,Rosé,Rosé Provence,Blend,França,12.5,65.59,2,pendente
534eb7e2-8e8b-4e4f-93da-855da9b7135e,2024-06-01,ff3f9a45-44f2-4d39-865f-28774dbe3e75,João Ferreira,gdias@example.net,Pereira,SP,Rosé,Rosé Summer,Grenache,Espanha,12.0,30.86,5,concluída
f8234b49-e77c-40ef-83a9-e3d0c12316eb,2024-03-11,e00b8d62-ae78-4a9d-af3e-e54fd763b1e2,Isabella Rocha,joao-felipeda-cunha@example.org,Guerra,PR,Branco,Riesling Classic,Riesling,Alemanha,11.5,105.58,6,concluída
26cb1a99-a62b-43f0-af30-17c9f34b335e,2024-10-12,2fd68b15-cf36-4596-9318-72ef1fad0ded,Fernanda Fonseca,giovanna50@example.com,Silva do Campo,GO,Espumante,Champagne Brut,Blend,França,12.0,173.88,3,concluída
