id_venda,data_venda,cliente_id,cliente_nome,cliente_email,cliente_cidade,cliente_estado,tipo_vinho,rotulo,uva,pais_origem,teor_alcoolico,preco,quantidade,status_venda
ddfd0b1f-67de-4a0a-a113-1e0e8cabf248,2023-01-03,c63144bc-4b34-4221-8556-91e00bd96bf3,José Pedro Silveira,andrepimenta@example.net,Moura Grande,SE,Espumante,Champagne Brut,Blend,França,12.0,90.52,8,pendente
e9e93fbe-da34-41d2-b1d3-fed945d1504f,2025-05-29,a4676023-7e49-4013-bf2b-f34b92af4b75,Davi Miguel Nascimento,macedokaique@example.org,Mendes de Goiás,RJ,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,71.75,2,concluída
3522fc01-fd63-4c6b-b023-e037919517e3,2023-02-20,272704aa-f0bd-41a2-859c-e8dd1e310ee0,Srta. Maria Cecília Silva,jose-miguelcaldeira@example.com,Costela Grande,CE,Tinto,Syrah Signature,Syrah,Austrália,13.8,132.87,1,pendente
53242fa4-8c6d-4693-b58b-dc5228aee0c0,2025-10-09,7b317f44-9608-4c1a-a26d-3a6ca0ee572a,Dr. Pedro Lucas Novais,levicostela@example.net,Ribeiro,AC,Tinto,Syrah Signature,Syrah,Austrália,13.8,73.88,1,concluída
88477c58-6bbb-4559-a277-5fcbbf8c0294,2024-12-07,fe3e8343-924f-406a-9e1e-8df8c996beef,Luiza Sousa,emanuellycassiano@example.org,Silva,PB,Branco,Riesling Classic,Riesling,Alemanha,11.5,111.96,8,pendente
ddd1dafc-eb5f-4e04-9e0c-14be64930c3e,2025-04-10,b909ec6f-3b74-4ce5-b013-31d3ae380a24,Dra. Ana Júlia das Neves,isaacsales@example.org,da Costa de Martins,AP,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,102.64,8,pendente
0651fc35-2d24-41c1-8f59-d5d49c137271,2024-12-20,0a58a8f5-8e5d-4a96-a31a-c241051b4629,Ana Lívia Abreu,yagopeixoto@example.org,das Neves da Praia,CE,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,72.3,10,pendente
94af77a6-5bce-4659-b4c2-fff79fd533d7,2024-10-15,bc54fa08-014b-445d-a5a1-2aa71d6e1501,Yago Mendes,marianecosta@example.net,da Luz dos Dourados,PI,Espumante,Cava Brut,Macabeo,Espanha,11.5,280.09,2,cancelada
f21c2c38-bb6d-406c-877f-6ed7cab483a6,2023-12-25,31e8f1f7-cb9a-4f3d-b778-85f4bf921430,Sr. Matteo Albuquerque,olivianogueira@example.net,Aparecida,AM,Rosé,Rosé Summer,Grenache,Espanha,12.0,72.58,4,pendente
006e1f73-fff1-4967-8233-360f2c059873,2025-09-26,930d3c21-555c-4331-801d-44ee524d6281,Erick Souza,arthurcasa-grande@example.org,Dias da Prata,CE,Rosé,Rosé Summer,Grenache,Espanha,12.0,80.81,9,cancelada
