id_venda,data_venda,cliente_id,cliente_nome,cliente_email,cliente_cidade,cliente_estado,tipo_vinho,rotulo,uva,pais_origem,teor_alcoolico,preco,quantidade,status_venda
ba89f9ef-79a2-410d-89ed-6a8a69e3d96a,2023-07-29,acf182ed-7859-477c-846a-e783fb063bf6,Ana Lívia Farias,antonyoliveira@example.net,Viana,MT,Tinto,Syrah Signature,Syrah,Austrália,13.8,82.56,9,concluída
4c247df6-afd1-4863-b4e6-e6162052b737,2024-09-10,61bcf6ab-a11f-45db-9db6-16fb1424c35b,Pietro da Conceição,amoreira@example.org,Rocha,SE,Espumante,Champagne Brut,Blend,França,12.0,84.79,6,pendente
28bb7423-21fc-4587-862a-7a8a43d2153f,2023-05-30,68b8d6d4-c08f-4057-8de2-bd5e1642afd7,Otto Novaes,erickborges@example.net,Sampaio de Dias,TO,Rosé,Rosé Provence,Blend,França,12.5,78.17,8,concluída
cf73c7aa-91e8-4e27-a981-629b4d715844,2023-09-22,0cf3b4dd-45df-47b3-bcc9-2d852c7a1927,Olivia Gonçalves,davi-lucca06@example.com,Gonçalves do Oeste,CE,Rosé,Rosé Summer,Grenache,Espanha,12.0,64.12,12,cancelada
1b04b944-af85-45c0-a376-0f0469f7c8ce,2024-10-09,c4ea7f14-815f-4478-94b6-864af76152be,Dr. Alexandre Vieira,alexandrebarros@example.org,Cavalcante,RS,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,149.48,5,cancelada
1387132b-678f-4aac-a63b-d4cebd38b95c,2023-09-14,2bf0ab61-3cf5-4fc7-9676-f6e618befaf0,Ester Pinto,ssantos@example.org,Albuquerque,MT,Rosé,Rosé Provence,Blend,França,12.5,80.27,9,concluída
e8e6dcd6-ed99-48d7-9917-124549689796,2023-03-18,1d2ff0fc-0332-45f7-ba9c-9c3e044bcb16,Kamilly Rios,hellena33@example.com,Nascimento de da Mata,MT,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,130.21,8,cancelada
4b92f2bc-33f3-4d27-94ab-4c07dcb73bfe,2024-07-12,addc5757-61cd-45d4-ad0e-4e86c7acd5ce,Thomas Montenegro,da-costadavi@example.org,Borges das Pedras,RN,Espumante,Cava Brut,Macabeo,Espanha,11.5,85.88,7,cancelada
9ac55da8-0e84-43b4-92bc-cc1870324cac,2024-02-28,e22d47e8-d062-4206-a0d8-d54ad18993c3,Dr. Diogo Souza,yurimoura@example.net,Moreira,SP,Tinto,Syrah Signature,Syrah,Austrália,13.8,62.98,12,cancelada
466cef16-0042-4c56-9f4a-88e5a1960b42,2024-01-15,bd134a27-a91d-4983-9ac5-2d3b93db5d0c,Davi Luiz Mendonça,cporto@example.com,da Conceição da Praia,RR,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,212.84,7,concluída
