id_venda,data_venda,cliente_id,cliente_nome,cliente_email,cliente_cidade,cliente_estado,tipo_vinho,rotulo,uva,pais_origem,teor_alcoolico,preco,quantidade,status_venda
a59adb90-7aa5-42f8-a6a6-fcc4d253db01,2025-06-08,7f4aa599-4758-416e-b5f7-87a8f9f05876,Nina Sá,davi-miguel49@example.com,Cirino,PE,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,62.33,4,cancelada
6cbd8db1-ff09-4f19-979f-6de001a6d4b6,2023-03-29,0c7832f1-3aee-4b9f-9132-4e00f3d13d44,Dom Garcia,ualbuquerque@example.com,Fogaça,AC,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,103.79,11,pendente
76801d1d-334e-442c-a7be-2a6da0b35979,2024-02-07,b5a209d8-aab2-4479-8557-998d91309748,Lívia Pires,dleao@example.com,Moreira,SC,Espumante,Cava Brut,Macabeo,Espanha,11.5,183.55,10,pendente
273cff89-805d-4e91-bcbc-47d94cdaf033,2023-04-03,4e7bd952-5be4-4331-9ba5-17ab7f935af9,Guilherme Andrade,isis13@example.org,Silva,AM,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,40.61,11,cancelada
1bd04d29-f43e-47ce-8ca5-b24279b8cdd0,2025-08-14,281c45a0-3e9b-4c37-be41-c7f6fd136954,Manuella Andrade,lguerra@example.net,Macedo,PI,Espumante,Champagne Brut,Blend,França,12.0,137.81,5,pendente
ac247620-16e8-4471-a3ba-da4da7d80700,2024-06-19,b7828f16-27fd-47bb-b9be-9699bcc17c17,Srta. Heloisa Gonçalves,da-rosajoao@example.com,Ribeiro,SE,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,95.45,10,concluída
63adefd7-beb0-4e70-bb95-964c62156495,2025-05-05,8c0bcdee-ff37-49b0-a34d-99b4769b070d,Manuella da Cruz,maria-cecilia84@example.com,Costa,RJ,Rosé,Rosé Summer,Grenache,Espanha,12.0,78.33,8,cancelada
107acaf1-162c-46d7-8a7d-7aa81eed1cde,2023-02-09,70d0bdc5-889f-4642-92e2-f24da7c04b2c,Sr. Ian Monteiro,yjesus@example.org,Fogaça,AC,Branco,Riesling Classic,Riesling,Alemanha,11.5,69.69,3,cancelada
e90a5da7-29a0-495e-a380-4be4300bfea0,2025-10-31,334e6867-2ca0-41ef-adb9-0f2ce221aea5,Liz Borges,da-matarebeca@example.org,Dias,PA,Espumante,Champagne Brut,Blend,França,12.0,170.02,2,pendente
a722e235-30ae-4fd0-9510-e689b9883cc2,2023-08-25,52f4ddd7-4620-42b4-a85c-f1d4bd8a79fc,Dra. Maria Luiza Gonçalves,bryan01@example.com,Costela Verde,MG,Branco,Riesling Classic,Riesling,Alemanha,11.5,96.49,4,pendente
