id_venda,data_venda,cliente_id,cliente_nome,cliente_email,cliente_cidade,cliente_estado,tipo_vinho,rotulo,uva,pais_origem,teor_alcoolico,preco,quantidade,status_venda
f94fde71-6dc5-4c14-9e6d-24ed8f4c79ed,2023-07-26,6d9292b5-6c38-41ef-bac1-ffe17a302209,Ana Beatriz Garcia,pedro-lucas94@example.net,Montenegro da Serra,BA,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,104.39,8,pendente
01a45b04-0009-4bb3-a5a9-3bfbb93e8a84,2024-03-24,6e55e024-8ace-44fa-83c3-3a4a9e9dfde3,Arthur Gabriel Pinto,mcassiano@example.net,Borges,PI,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,70.27,6,pendente
22bbf5d0-917d-4ab4-a24e-798d2e6c918d,2024-09-12,3cdbc920-908a-4d17-8201-715407c8a795,Lucca Câmara,fmacedo@example.net,Rocha,TO,Branco,Riesling Classic,Riesling,Alemanha,11.5,41.48,12,cancelada
208763c4-9e91-435d-b202-97db098e1119,2023-07-22,2070aeda-dc43-4236-bbd4-4d37d5ad7e57,Dr. Cauã Abreu,cauenovaes@example.com,Dias,PA,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,51.3,2,concluída
19481ef1-9535-4635-8e87-0f7d054d1988,2023-07-23,02bb8dd4-9256-4481-9ac5-b4b6e3975ed9,Dante Porto,manuelamelo@example.org,Lopes,PA,Espumante,Cava Brut,Macabeo,Espanha,11.5,97.76,10,concluída
b544cb8f-27d0-4cf5-b882-bc229b296630,2023-04-28,d58aca46-c4bd-4876-a557-5a8aaa85865e,João Pedro Porto,omendonca@example.net,Castro,TO,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,60.11,7,cancelada
75aee07b-010d-4125-bf64-86c4b4437ccf,2025-08-07,958d82ec-b20f-4d47-b276-a9b20b2b7c9e,Lavínia Casa Grande,fernandesisaac@example.com,da Conceição da Mata,DF,Tinto,Merlot Reserva,Merlot,França,13.0,136.88,2,concluída
31588a47-5f6b-4cbd-98f7-7e88280c084c,2023-03-08,25f0df81-aac8-428d-8eb0-474c70eb3864,Maria Isis Campos,maria77@example.com,Fonseca do Norte,RN,Rosé,Rosé Provence,Blend,França,12.5,49.26,1,cancelada
c8e2350e-c32b-481c-bfd8-b23dd88f8068,2023-10-21,e7effbe1-f984-492f-9954-6d65fff7f12a,Julia Fernandes,tcosta@example.org,das Neves do Amparo,TO,Rosé,Rosé Provence,Blend,França,12.5,68.65,7,cancelada
980a04e3-a244-4c56-b497-41015732aa4f,2025-07-03,7a885aa5-134b-40b3-914d-70ba1265be68,Mateus Martins,britobruna@example.net,Jesus do Amparo,TO,Rosé,Rosé Summer,Grenache,Espanha,12.0,50.29,8,concluída
d3431b3f-34a4-4aff-82a4-caf69c7db14c,2023-03-14,8a0dbbf8-e423-4355-852b-9733abf6652d,Ana Carolina Novaes,camaradiogo@example.net,Almeida,GO,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,84.5,11,pendente
7ccd82bf-67f5-45ad-b21b-3ede299cd1b5,2024-10-02,9b6795ba-1fe3-4923-857d-e80c12bd4550,Dra. Aurora Cardoso,enascimento@example.org,Novais de Mendes,PA,Tinto,Syrah Signature,Syrah,Austrália,13.8,129.57,10,pendente
5483639b-1f3a-4ee5-b81f-15c4929b8d05,2023-12-03,64b3cd28-fafc-4fa3-84b1-69802d9bce85,Gabriel Dias,lucas-gabriel31@example.org,Duarte das Flores,RS,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,98.82,9,pendente
cb32b712-7d49-4901-bdb0-6fcaf8071f84,2025-05-07,60a67b18-2940-4c04-9ddf-4d008d4b8bf0,Pedro Lucas Moraes,correiaarthur-miguel@example.org,Moraes de Pastor,SC,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,196.32,9,concluída
a3306ec9-ffde-4cf7-a488-642cfb4db9d1,2025-05-13,2ef9d472-76c7-414f-b7d4-cbe112ca8ef5,Danilo Mendonça,cpeixoto@example.org,da Conceição,DF,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,41.48,4,concluída
520a22bc-3de0-41f3-9143-e0fd1ebc4a6f,2023-03-05,1cde4aee-22ed-4f13-bac9-3d3049d5a8c0,Augusto Leão,cavalcantialexia@example.com,Costa,SC,Rosé,Rosé Summer,Grenache,Espanha,12.0,66.68,2,pendente
bea826d6-4f30-47ae-90f4-d5395535b422,2024-02-13,008593d2-ccc9-455b-aba1-7c46b1a1f6b1,Catarina Cavalcante,gustavoda-rocha@example.org,da Costa,TO,Tinto,Malbec Premium,Malbec,Argentina,14.2,66.29,3,cancelada
8eef5bfb-3e4d-4e40-9561-e9f8fc57a6a2,2025-08-20,74eaeee0-04f3-422c-9ce9-c9de64fc9a95,Valentim Sampaio,carolina93@example.net,das Neves de Montenegro,MT,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,277.53,12,pendente
f6e4b61e-a374-4397-bc75-f854adf9af25,2023-09-15,47d604b5-4941-488f-bc55-4755cdd90c3f,Maria Julia Duarte,silvaamanda@example.net,da Luz,SE,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,42.74,1,cancelada
2b53628b-cd52-48a9-bacf-862be3ccfddc,2025-08-13,527882b5-69c3-491b-9953-bf5f00630f87,Vinícius Aragão,isisgomes@example.com,Sá do Norte,RS,Branco,Riesling Classic,Riesling,Alemanha,11.5,108.91,9,concluída
6d8fa9d0-b915-4225-a193-fe7802d09d59,2023-08-21,4c8cf181-a506-47ec-9d13-5340e439d71b,Dra. Alana da Rocha,igor59@example.net,Aragão,AP,Tinto,Merlot Reserva,Merlot,França,13.0,141.52,3,pendente
a41b659d-8880-4cdc-9ce5-f7c5673cddb9,2023-06-16,43e36ce6-384c-47ab-83be-e6465572edb5,Dr. Vinicius da Mata,ocastro@example.net,Jesus de Campos,SC,Branco,Riesling Classic,Riesling,Alemanha,11.5,42.02,4,pendente
d1212511-1d1d-4a09-9bc6-24e4b21fa495,2025-08-22,9f6fed11-3455-461d-a12f-698a9056f45c,Luigi Alves,xnascimento@example.net,Mendonça da Praia,RS,Branco,Riesling Classic,Riesling,Alemanha,11.5,119.06,8,pendente
e5eaed8a-ed84-4a43-8eab-b511d37f4d58,2025-03-16,a207083a-3786-482b-8ce8-5b18d461ad3f,Ana Vasconcelos,ksilva@example.org,Gonçalves do Sul,AM,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,35.4,9,pendente
a0bb8290-92ad-48f8-a598-3d5f4ea4d73e,2024-05-19,3c14196e-d75e-4a7b-a9ff-f27cf4e63ce6,Dr. Gustavo Henrique da Cruz,jesussamuel@example.net,Montenegro da Praia,AC,Espumante,Champagne Brut,Blend,França,12.0,248.06,7,concluída
431270f8-abaa-43ed-81f5-078ca8465fdb,2024-11-11,e77db576-f26b-49ef-afd5-187abede0b1b,Diogo da Rosa,mariahpinto@example.com,Fogaça do Norte,PB,Rosé,Rosé Summer,Grenache,Espanha,12.0,68.67,1,pendente
4528b34a-df41-4c63-8b74-96ca703d115b,2025-04-10,64bc67b0-c781-4340-bf93-044e16165b06,Leandro Rocha,diasryan@example.com,Siqueira,AM,Rosé,Rosé Summer,Grenache,Espanha,12.0,80.53,1,pendente
9008fdb9-f005-4519-9ce8-ccc0c9ecbb10,2025-01-28,e182fe77-ddb8-4ac4-99b6-93c31a66cc5f,José Pedro Ferreira,manuellateixeira@example.net,Pinto,TO,Espumante,Champagne Brut,Blend,França,12.0,275.99,4,concluída
c29c8fcb-4849-4736-9930-580d82812def,2024-12-15,3ce7d326-2952-431c-9e70-f0c0c9e20e8d,Esther Viana,igor24@example.net,Cunha de Correia,SE,Rosé,Rosé Summer,Grenache,Espanha,12.0,98.51,11,cancelada
798fff65-54a8-4d5c-9385-3edd4e37c88f,2024-04-05,446f0203-cae7-4fcf-8c43-8ff83cf0d84f,Sr. Oliver Martins,carlos-eduardo00@example.com,Garcia,MT,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,268.27,11,pendente
71310a4c-a16f-411c-bb62-a07d02e75023,2024-10-04,ac588c25-f479-467d-8bdb-94c3e86278e3,Bárbara Carvalho,vargasemanuella@example.org,Borges,RO,Branco,Riesling Classic,Riesling,Alemanha,11.5,41.07,3,cancelada
4d143477-a564-495f-b6ed-80d92d787134,2023-02-02,fa7f9ad2-2cb4-4a4f-819b-2ce203241c50,Lunna Sá,rafaelacassiano@example.com,Vieira,MT,Espumante,Champagne Brut,Blend,França,12.0,143.65,3,concluída
