id_venda,data_venda,cliente_id,cliente_nome,cliente_email,cliente_cidade,cliente_estado,tipo_vinho,rotulo,uva,pais_origem,teor_alcoolico,preco,quantidade,status_venda
6430a2fd-6f0c-4b8f-9aee-77f8eeaf135d,2025-02-25,13acf1e7-bd61-4f3d-8d88-ef048eaac140,Sr. Valentim Martins,silvaisabela@example.org,da Rosa do Norte,PB,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,64.48,4,pendente
d9c50589-cf4c-4a7b-92c8-fa7428ee06a1,2025-02-10,240062b4-e0fe-4a47-876a-e5f9a0ef54ad,Allana da Luz,luigi46@example.org,da Costa,MT,Rosé,Rosé Summer,Grenache,Espanha,12.0,34.32,3,concluída
f4a3a867-4fcb-4e9d-9ab8-9515f00cfb7a,2024-09-06,a49790b4-6fad-498b-9010-a96461a47f4d,Pietra Cunha,valves@example.net,Andrade de Camargo,RJ,Espumante,Cava Brut,Macabeo,Espanha,11.5,132.46,2,cancelada
8d40a387-86ef-4028-8aef-be022b2993a0,2023-02-25,db859455-f881-494a-b42d-c75cc64be37e,Dra. Isabela Barros,riosisaque@example.com,Barbosa,SE,Tinto,Syrah Signature,Syrah,Austrália,13.8,105.5,3,cancelada
063b36aa-8b91-4b4d-9e9a-da9fdcae1d40,2023-09-11,1e88e1d5-6fcc-4e48-904e-c494d560cf3d,Dr. Dom Cirino,alicia28@example.org,Gonçalves,PB,Espumante,Champagne Brut,Blend,França,12.0,287.08,10,cancelada
02039db0-adab-45bd-83b5-f638173c456a,2025-07-19,2dbd2d55-fadb-48e9-ab26-37ba0f1b573e,Vitória Pires,maria-lizteixeira@example.org,Moura do Norte,AP,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,144.66,9,concluída
d8c60e0e-5f10-4392-9776-cc6ea9148043,2024-04-14,e46f27f9-e939-4891-82fe-1543f101a063,Dra. Isis Leão,mouracaio@example.org,Porto,SC,Tinto,Syrah Signature,Syrah,Austrália,13.8,77.43,7,cancelada
27d6fecf-a277-4895-b697-6dcbe06bd634,2023-06-15,f7fea91c-7462-4eeb-8d06-094f6fa0d744,Otávio da Luz,maria-fernanda69@example.com,Nunes,GO,Rosé,Rosé Provence,Blend,França,12.5,92.42,5,pendente
efffdb56-4842-4f36-9673-c3f921154cc7,2025-07-08,8f8b0260-3fc7-413d-b852-685edff59305,Isaac Gomes,erezende@example.com,Ferreira dos Dourados,PA,Branco,Riesling Classic,Riesling,Alemanha,11.5,98.92,10,cancelada
4d3522fc-6cdf-4d29-a465-f899951988f9,2022-12-29,37957a2a-c889-436b-a6be-02ec43fb0666,Mateus da Paz,maria-laura17@example.org,Camargo,AM,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,105.74,4,concluída
da7dcf4e-8c58-4898-b5c1-c05e30f207dc,2024-02-12,a2ae68f6-39d8-45a2-957c-6d35d6c33901,Srta. Juliana Caldeira,lara48@example.net,Melo de Farias,MA,Rosé,Rosé Summer,Grenache,Espanha,12.0,76.58,11,concluída
121f0f00-97f1-4b29-b2d8-0e9f41fcbbe4,2023-03-23,9781cc1b-07d7-4e2a-be93-c6d201a855fa,Sr. Rael Carvalho,melissa23@example.com,Duarte,RR,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,197.76,2,pendente
3887e6cf-d859-4bcf-9b35-b825e94355dc,2023-05-22,3a4b89e9-49b6-4785-93a6-efc16f04f1fa,Dr. Yuri Gonçalves,pedro-miguel11@example.com,Rezende,MS,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,145.78,9,cancelada
e234e714-b322-4775-be39-f14da88b1f1f,2023-06-18,698a4d77-3009-4036-82a2-4d643069a78c,Ryan Farias,agatha19@example.org,Nunes,AP,Espumante,Champagne Brut,Blend,França,12.0,91.68,7,pendente
83bbd549-28b3-4c31-b190-57de6b3b69ce,2023-07-13,ec5b652c-be71-4d95-9f31-a8aff20190b0,Stella Siqueira,rnovaes@example.com,Souza do Galho,BA,Branco,Riesling Classic,Riesling,Alemanha,11.5,83.3,12,pendente
e9679cbb-8bea-42ca-b550-0d9814b5407d,2025-09-11,9c83791c-d9e5-4082-8176-771d5dac9c5e,Joana da Luz,lorenzovasconcelos@example.com,da Mota Alegre,AM,Espumante,Cava Brut,Macabeo,Espanha,11.5,279.83,2,cancelada
d4fa5cd8-6b5a-43d4-a2f0-3937ccc28ce7,2025-03-02,db204d7a-f12b-4b99-8a43-9502b16cd172,Sra. Emanuelly Araújo,lara19@example.org,Vasconcelos,MA,Tinto,Merlot Reserva,Merlot,França,13.0,141.75,8,cancelada
f11f7db8-f386-4fa1-b51c-e09a7f309a0a,2024-11-27,8488b24c-837c-4d49-87b6-8dacb50744e5,Manuella Abreu,arthurda-costa@example.com,da Cruz,RR,Tinto,Malbec Premium,Malbec,Argentina,14.2,108.28,11,cancelada
